2025-12-30 23:35:26,6.2,59.72,1,0.24,107,26481.54,1352735900,38451331
2025-12-30 23:39:00,4.7,60.04,1,0.72,108,26695.42,1354094459,39854919
2025-12-30 23:51:10,13.6,61.75,1,1.07,107,27425.45,1357354561,46204208
